,Exp,ID,anomalyName,anomalyType,TN,FN,FP,TP,ACC,FPR,TPR,P,F1,Update_times,runtime
270,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.3924248218536377
271,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.4037177562713623
272,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.409709930419922
273,E1,0,outlier,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,2.045419931411743
274,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.051367998123169
275,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.056283950805664
276,E1,0,outlier,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.9662060737609863
277,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9713051319122314
278,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9760940074920654
279,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.8967599868774414
280,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.901737928390503
281,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.906512975692749
282,E1,0,outlier,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7298507690429688
283,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7351689338684082
284,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7399837970733643
285,E1,0,outlier,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,2.0021278858184814
286,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.007319927215576
287,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.0121757984161377
288,E1,0,constant,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,2.326564073562622
289,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.3320229053497314
290,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.3376801013946533
291,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.199920892715454
292,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.2055487632751465
293,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.2109320163726807
294,E1,0,constant,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,2.005030870437622
295,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.013629913330078
296,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.0226030349731445
297,E1,0,constant,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.6116180419921875
298,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.617600917816162
299,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.622706890106201
300,E1,0,constant,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,2.353379964828491
301,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.3600258827209473
302,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.3656840324401855
303,E1,0,constant,"[1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.050023317337036
304,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.061411142349243
305,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.066434144973755
306,E1,0,constant,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,3.04795503616333
307,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,3.0543949604034424
308,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,3.0595340728759766
309,E1,0,noise,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.9822609424591064
310,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.9881350994110107
311,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.9931550025939941
312,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.168015956878662
313,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.173490047454834
314,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.1789350509643555
315,E1,0,noise,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.889003038406372
316,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.894486904144287
317,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8993451595306396
318,E1,0,noise,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.1722302436828613
319,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.177558183670044
320,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.182596206665039
321,E1,0,noise,"[0, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,2.3118772506713867
322,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.317275285720825
323,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.322036027908325
324,E1,0,noise,"[1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.929997205734253
325,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9353721141815186
326,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.940195083618164
327,E1,0,noise,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.8956468105316162
328,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9008879661560059
329,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9056429862976074
330,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.219446897506714
331,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.224947929382324
332,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.2299461364746094
333,E1,0,outlier,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.079591751098633
334,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.0848827362060547
335,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.089718818664551
336,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.095639944076538
337,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.1007370948791504
338,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.105865001678467
339,E1,0,outlier,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8155992031097412
340,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8210430145263672
341,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8262090682983398
342,E1,0,outlier,"[0, 1]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.2344069480895996
343,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.246455192565918
344,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.2566211223602295
345,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.9823899269104004
346,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.9885571002960205
347,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.994215965270996
348,E1,0,outlier,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.659547805786133
349,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.66520094871521
350,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.670517921447754
351,E1,0,outlier,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.2501981258392334
352,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.2558791637420654
353,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.2607622146606445
354,E1,0,constant,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,2.4781219959259033
355,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.483319044113159
356,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.488602876663208
357,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.256397008895874
358,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.2638447284698486
359,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.2715420722961426
360,E1,0,constant,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,2.3817601203918457
361,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.3870460987091064
362,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.391908884048462
363,E1,0,constant,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,2.0291972160339355
364,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.034527063369751
365,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.040034055709839
366,E1,0,constant,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.256805181503296
367,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.262052059173584
368,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.267061948776245
369,E1,0,constant,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.3246231079101562
370,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.3311240673065186
371,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.337277889251709
372,E1,0,constant,"[0, 1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.1455907821655273
373,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.1509199142456055
374,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.1558358669281006
375,E1,0,noise,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.3813588619232178
376,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.3873019218444824
377,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.3932621479034424
378,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.5454862117767334
379,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.5540931224823
380,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.5608761310577393
381,E1,0,noise,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.240467071533203
382,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.2466349601745605
383,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.252267837524414
384,E1,0,noise,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,2.357752799987793
385,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.363816976547241
386,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.3696558475494385
387,E1,0,noise,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,2.2035820484161377
388,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.2104499340057373
389,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.2166028022766113
390,E1,0,noise,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.7243692874908447
391,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.7314422130584717
392,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.7411091327667236
393,E1,0,noise,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,3.796592950820923
394,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,3.803586959838867
395,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,3.81321120262146
396,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.8749120235443115
397,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.8810222148895264
398,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,2.8869571685791016
399,E1,0,outlier,[0],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.3580400943756104
400,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.363755941390991
401,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.3690311908721924
402,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.9690799713134766
403,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.975389003753662
404,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.9814059734344482
405,E1,0,outlier,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.105952024459839
406,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.112407684326172
407,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.1186938285827637
408,E1,0,outlier,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,2.0897648334503174
409,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.095545768737793
410,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.100599765777588
411,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.9588451385498047
412,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9646251201629639
413,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9696691036224365
414,E1,0,outlier,"[1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,2.1391260623931885
415,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.145350933074951
416,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.151071071624756
417,E1,0,outlier,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.167935848236084
418,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.17342472076416
419,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.1785080432891846
420,E1,0,constant,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,2.223031997680664
421,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.229757308959961
422,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,2.2361981868743896
423,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,2.100541114807129
424,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.1060590744018555
425,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,2.111037015914917
426,E1,0,constant,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.0865020751953125
427,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.0923051834106445
428,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.097553253173828
429,E1,0,constant,"[0, 1]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.890573263168335
430,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.8961453437805176
431,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.901165246963501
432,E1,0,constant,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.8091189861297607
433,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8145160675048828
434,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8193979263305664
435,E1,0,constant,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7569081783294678
436,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7620480060577393
437,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.766944169998169
438,E1,0,constant,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.8162758350372314
439,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8214337825775146
440,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8264377117156982
441,E1,0,noise,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7727749347686768
442,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7785522937774658
443,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7835228443145752
444,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7644598484039307
445,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7695698738098145
446,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7744929790496826
447,E1,0,noise,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7601399421691895
448,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.765523910522461
449,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7705638408660889
450,E1,0,noise,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7381267547607422
451,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7434039115905762
452,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.748504877090454
453,E1,0,noise,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.7627761363983154
454,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7684910297393799
455,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7738828659057617
456,E1,0,noise,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7876651287078857
457,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7930920124053955
458,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.797959804534912
459,E1,0,noise,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.748317003250122
460,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7536749839782715
461,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7586331367492676
462,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.7626779079437256
463,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.7674448490142822
464,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.7723429203033447
465,E1,0,outlier,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7439470291137695
466,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7501780986785889
467,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7554969787597656
468,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7891099452972412
469,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7944591045379639
470,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.799544095993042
471,E1,0,outlier,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7660820484161377
472,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7729389667510986
473,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7785017490386963
474,E1,0,outlier,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.818220853805542
475,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.823455810546875
476,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.829035997390747
477,E1,0,outlier,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.8241369724273682
478,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8298850059509277
479,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.834956169128418
480,E1,0,outlier,"[1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.95017409324646
481,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9556670188903809
482,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9612491130828857
483,E1,0,outlier,"[0, 1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.925567865371704
484,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.931035041809082
485,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9360828399658203
486,E1,0,constant,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.8203167915344238
487,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.825911045074463
488,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8308649063110352
489,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7657930850982666
490,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7712841033935547
491,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.776350975036621
492,E1,0,constant,[2],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.80682373046875
493,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8125848770141602
494,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8177149295806885
495,E1,0,constant,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.1605570316314697
496,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.1661651134490967
497,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.1713850498199463
498,E1,0,constant,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.8686473369598389
499,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8745441436767578
500,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.8795452117919922
501,E1,0,constant,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.9677259922027588
502,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9733378887176514
503,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.979112148284912
504,E1,0,constant,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.9872410297393799
505,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9931738376617432
506,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9981369972229004
507,E1,0,noise,[0],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.8556671142578125
508,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8611772060394287
509,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8660402297973633
510,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7486329078674316
511,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.754436731338501
512,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7595298290252686
513,E1,0,noise,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7719848155975342
514,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7773709297180176
515,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7822380065917969
516,E1,0,noise,"[0, 1]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.7639970779418945
517,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7695300579071045
518,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.774601936340332
519,E1,0,noise,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.7840330600738525
520,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.789543867111206
521,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.794461965560913
522,E1,0,noise,"[1, 2]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7615768909454346
523,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7668049335479736
524,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7717478275299072
525,E1,0,noise,"[0, 1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.7389168739318848
526,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7441127300262451
527,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7490098476409912
528,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.8114259243011475
529,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.8166790008544922
530,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.821563959121704
531,E1,0,outlier,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7910468578338623
532,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.797637939453125
533,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.803391933441162
534,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8440370559692383
535,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.849565029144287
536,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.8545291423797607
537,E1,0,outlier,[2],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.752840280532837
538,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.758087158203125
539,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.763010025024414
540,E1,0,outlier,"[0, 1]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.734410047531128
